":@computed_region_dwzh_dtk5",":@computed_region_eziv_p4ck",":@computed_region_fk4y_hpmh",":@computed_region_kwzn_pe6v",":@computed_region_tmcg_v66k",":@computed_region_uh5x_q5mi","address_1","address_2","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"1795","15","2","11","2","248","100 Block ROEBLING AV",,"18-1000546","BUFFALO","",,"2018-04-10T23:55:54.000","Tuesday","3","2018-04-10T03:45:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842248396","ASSAULT","42.922248440016396","POINT (-78.8112666411122 42.9222484400164)","-78.81126664111221","Assault","NY","2018-04-17T23:01:11.000",
"963","63","2","11","8","202","2700 Block BAILEY AV",,"18-1020183","BUFFALO","",,"2018-04-12T13:52:44.000","Tuesday","5","2018-04-10T05:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842376518","LARCENY/THEFT","42.92976247575723","POINT (-78.813348041124 42.9297624757572)","-78.81334804112396","Theft","NY","2018-04-17T23:01:29.000",
"2539","62","3","8","5","57","900 Block BROADWAY",,"18-1000635","BUFFALO","",,"2018-04-10T23:55:54.000","Tuesday","5","2018-04-10T05:15:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842248398","LARCENY/THEFT","42.894727305251045","POINT (-78.8373630368871 42.894727305251)","-78.83736303688711","Theft","NY","2018-04-17T23:01:12.000",
"2925","47","2","4","9","161","1 Block INTER PARK AV",,"18-1000602","BUFFALO","",,"2018-04-10T23:55:54.000","Tuesday","5","2018-04-10T05:15:30.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842248397","ASSAULT","42.915245996801644","POINT (-78.8398364919907 42.9152459968016)","-78.83983649199074","Assault","NY","2018-04-17T23:01:11.000",
"2216","14","3","4","2","263","1 Block HUMASON AV",,"18-1000128","BUFFALO","",,"2018-04-10T12:40:58.000","Tuesday","6","2018-04-10T06:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842207637","UUV","42.91587722616257","POINT (-78.7999317039249 42.9158772261626)","-78.7999317039249","Theft of Vehicle","NY","2018-04-17T23:01:07.000",
"2815","24","2","11","8","277","300 Block DAVIDSON AV",,"18-1000703","BUFFALO","",,"2018-04-11T04:19:30.000","Tuesday","6","2018-04-10T06:54:41.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842254221","ASSAULT","42.93757674387815","POINT (-78.8022857660186 42.9375767438781)","-78.80228576601858","Assault","NY","2018-04-17T23:01:12.000",
"1629","61","1","12","3","261","100 Block ANDERSON PL",,"18-1010298","BUFFALO","",,"2018-04-11T16:58:11.000","Tuesday","7","2018-04-10T07:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842299223","LARCENY/THEFT","42.91249904262323","POINT (-78.8754747566549 42.9124990426232)","-78.87547475665488","Theft","NY","2018-04-17T23:01:24.000",
"532","39","2","11","8","48","300 Block AMHERST ST",,"18-1000723","BUFFALO","",,"2018-04-11T04:19:30.000","Tuesday","7","2018-04-10T07:13:47.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842254224","LARCENY/THEFT","42.93983903325543","POINT (-78.8235063125131 42.9398390332554)","-78.82350631251313","Theft","NY","2018-04-17T23:01:13.000",
"107","52","1","21","4","74","200 Block LINWOOD AV",,"18-1010533","BUFFALO","",,"2018-04-11T22:23:35.000","Tuesday","8","2018-04-10T08:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842313213","LARCENY/THEFT","42.90699956259982","POINT (-78.8692526426153 42.9069995625998)","-78.86925264261527","Theft","NY","2018-04-17T23:01:26.000",
"2532","67","1","3","5","203","1 Block MARINE DR",,"18-1020689","BUFFALO","",,"2018-04-13T01:21:10.000","Tuesday","8","2018-04-10T08:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842414924","LARCENY/THEFT","42.87810391676971","POINT (-78.8810206829075 42.8781039167697)","-78.88102068290746","Theft","NY","2018-04-17T23:01:44.000",
"3013","53","4","17","2","68","200 Block WEISS ST",,"18-1000826","BUFFALO","",,"2018-04-11T04:19:30.000","Tuesday","8","2018-04-10T08:45:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842254222","ASSAULT","42.87313759909934","POINT (-78.8089220956251 42.8731375990993)","-78.80892209562512","Assault","NY","2018-04-17T23:01:13.000",
"2679","72","5","10","1","97","1 Block GARFIELD ST",,"18-1010268","BUFFALO","",,"2018-04-11T16:58:11.000","Tuesday","10","2018-04-10T10:15:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842299222","LARCENY/THEFT","42.94320329571578","POINT (-78.9059838330152 42.9432032957158)","-78.9059838330152","Theft","NY","2018-04-17T23:01:23.000",
"418","62","3","8","5","271","100 Block ROTHER AV",,"18-1000935","BUFFALO","",,"2018-04-11T06:36:30.000","Tuesday","11","2018-04-10T11:54:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842263742","LARCENY/THEFT","42.89841579171065","POINT (-78.8320412756035 42.8984157917106)","-78.83204127560352","Theft","NY","2018-04-17T23:01:13.000",
"1191","77","1","3","4","31","300 Block EDEN ST",,"18-1000171","BUFFALO","",,"2018-04-10T13:59:58.000","Tuesday","12","2018-04-10T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842210672","LARCENY/THEFT","42.88667005876873","POINT (-78.8790096050892 42.8866700587687)","-78.87900960508922","Theft","NY","2018-04-17T23:01:07.000",
"2994","70","5","5","1","164","2100 Block ELMWOOD AV",,"18-1000358","BUFFALO","",,"2018-04-10T18:53:02.000","Tuesday","12","2018-04-10T12:24:04.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842225840","LARCENY/THEFT","42.954418930366316","POINT (-78.8779516073648 42.9544189303663)","-78.87795160736484","Theft","NY","2018-04-17T23:01:09.000",
"1933","37","5","18","7","136","1700 Block HERTEL AV",,"18-1000377","BUFFALO","",,"2018-04-10T18:53:02.000","Tuesday","12","2018-04-10T12:35:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842225841","LARCENY/THEFT","42.94736605331329","POINT (-78.8445265827881 42.9473660533133)","-78.84452658278812","Theft","NY","2018-04-17T23:01:09.000",
"2925","47","2","4","9","161","700 Block HUMBOLDT PW",,"18-1010523","BUFFALO","",,"2018-04-12T02:35:29.000","Wednesday","2","2018-04-11T02:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842332613","BURGLARY","42.91512968179239","POINT (-78.842747833423 42.9151296817924)","-78.84274783342302","Breaking & Entering","NY","2018-04-17T23:01:26.000",
"1637","23","3","4","5","65","300 Block KOONS AV",,"18-1010440","BUFFALO","",,"2018-04-12T12:15:49.000","Wednesday","2","2018-04-11T02:33:26.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842368977","ASSAULT","42.905901696579136","POINT (-78.8214335968441 42.9059016965791)","-78.82143359684413","Assault","NY","2018-04-17T23:01:25.000",
"286","50","5","21","7","10","1400 Block DELAWARE AV",,"18-1010067","BUFFALO","",,"2018-04-11T10:11:18.000","Wednesday","2","2018-04-11T02:39:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842275157","LARCENY/THEFT","42.92258885693759","POINT (-78.8676072837744 42.9225888569376)","-78.86760728377443","Theft","NY","2018-04-17T23:01:14.000",
"963","63","2","11","8","202","2700 Block BAILEY AV",,"18-1010087","BUFFALO","",,"2018-04-11T11:57:18.000","Wednesday","3","2018-04-11T03:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842281728","LARCENY/THEFT","42.92946600000001","POINT (-78.8132088 42.929466)","-78.8132088","Theft","NY","2018-04-17T23:01:14.000","14215"
"2035","65","3","22","9","115","300 Block ROEHRER AV",,"18-1020427","BUFFALO","",,"2018-04-12T19:47:58.000","Wednesday","3","2018-04-11T03:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842393749","LARCENY/THEFT","42.912755937427406","POINT (-78.8488599386448 42.9127559374274)","-78.84885993864485","Theft","NY","2018-04-17T23:01:41.000",
"2669","47","2","4","9","39","400 Block GRIDER ST",,"18-1010643","BUFFALO","",,"2018-04-11T23:56:24.000","Wednesday","3","2018-04-11T03:38:05.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842318253","ASSAULT","42.91768408804688","POINT (-78.8291321428833 42.9176840880469)","-78.82913214288325","Assault","NY","2018-04-17T23:01:27.000",
"2370","36","5","5","1","41","1 Block GREAT ARROW AV",,"18-1030408","BUFFALO","",,"2018-04-13T18:53:09.000","Wednesday","4","2018-04-11T04:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842589187","BURGLARY","42.94272272045971","POINT (-78.8700528062884 42.9427227204597)","-78.87005280628836","Breaking & Entering","NY","2018-04-17T23:01:57.000",
